-94.66996499999999,36.151416499999996,56,76.13999999999999,0.8035198318886264,0.11780929866036252
-94.6932685,36.1552995,0,0.0,0,0
-94.7010305,36.154848,5,6.789999999999999,0.8041237113402063,0.11929307805596467
-94.7062445,36.152393000000004,0,0.0,0,0
-94.706092,36.152491,0,0.0,0,0
-94.6989235,36.147633,0,0.0,0,0
-94.706556,36.152260999999996,0,0.0,0,0
-94.718959,36.15061849999999,0,0.0,0,0
-94.728246,36.152941999999996,0,0.0,0,0
-94.7353305,36.16062649999999,0,0.0,0,0
-94.735535,36.160726999999994,0,0.0,0,0
-94.745229,36.141878999999996,8,14.89,0.8374748153122901,0.11349899261249159
-94.74094299999999,36.137041499999995,6,11.18,0.8372093023255813,0.11359570661896244
-94.746002,36.1391435,0,0.0,0,0
-94.7597005,36.122967,30,55.83,0.8377216550241806,0.11337990327780763
-94.75931599999998,36.132115,0,0.0,0,0
-94.76365200000001,36.129304999999995,2,3.73,0.8364611260053619,0.11528150134048257
-94.7471145,36.14621699999999,0,0.0,0,0
-94.751755,36.146983,29,53.98,0.8375324194145981,0.11337532419414599
-94.745754,36.159703,0,0.0,0,0
-94.74923150000001,36.158249999999995,11,20.489999999999995,0.8374816983894585,0.11322596388482188
-94.76503499999998,36.150797,31,57.73,0.8371730469426641,0.1132859864888273
-94.761817,36.1586905,0,0.0,0,0
-94.769067,36.154096499999994,13,24.22,0.8369116432700248,0.11312964492155245
-94.7710505,36.1595805,0,0.0,0,0
-94.7783115,36.1575,0,0.0,0,0
-94.78361999999998,36.161201,0,0.0,0,0
-94.784078,36.159707,0,0.0,0,0
-94.7871255,36.149379499999995,20,37.239999999999995,0.8370032223415683,0.11331901181525243
-94.7938045,36.146986,35,65.15,0.8376055257099003,0.11343054489639294
-94.775364,36.151506499999996,17,31.630000000000003,0.8378122036041732,0.11349984192222572
-94.7812405,36.148988,0,0.0,0,0
-94.781417,36.1376405,12,22.34,0.8375111906893465,0.11324977618621308
-94.788311,36.13731,0,0.0,0,0
-94.77015,36.1362345,7,13.03,0.8380660015349195,0.1128165771297007
-94.7679345,36.13435,0,0.0,0,0
-94.7775445,36.133472,1,1.86,0.8387096774193549,0.11290322580645162
-94.7901,36.1016025,0,0.0,0,0
-94.787021,36.101805999999996,5,9.319999999999999,0.8369098712446353,0.11373390557939916
-94.79114799999999,36.1029225,4,7.449999999999999,0.8375838926174498,0.112751677852349
-94.7878475,36.102785,4,7.449999999999999,0.8375838926174498,0.112751677852349
-94.7910305,36.1082495,22,40.949999999999996,0.8373626373626374,0.11330891330891334
-94.78284649999999,36.118487,39,72.62,0.8372349215092261,0.11332966125034426
-94.795797,36.1315275,0,0.0,0,0
-94.7837885,36.129678,0,0.0,0,0
-94.769599,36.1184045,19,35.379999999999995,0.8371961560203505,0.1133408705483324
-94.78473,36.0992335,0,0.0,0,0
